SKU,Store,Pallet ID,Item ID,UPC,Description,Main Category,Subcategory,Brand,Model,Size,Color,Quantity,Appx. EXT Retail,Appx. Unit Retail,Approx. EXT Wholesale Value,Approx. Unit Wholesale Value,Your Price %,Your EXT Price,Your Unit Price $,% of Load QTY,% of Load $$,Notes
"VHD1323615","HD","P10837777","351552","151527343","25L CLEAR INCAN C9 LIGHTS","","","","C9-25-C","","","1","0.00","0.00","6.31","6.31","25.00","1.58","1.58","0.0034","0.000276",""
"VHD1323615","HD","P10852334","1005356632","151532865","HAH 7.5 FT JACKSON NOBLE FIR T23","","","","W14N0202","","","1","0.00","0.00","162.17","162.17","25.00","40.54","40.54","0.0034","0.007076",""
"VHD1323615","HD","P10837777","1013854057","151528749","50L GIANT WARM WHITE C9","","","","25WL50157","","","1","0.00","0.00","19.01","19.01","25.00","4.75","4.75","0.0034","0.000829",""
"VHD1323615","HD","P10837777","1013692692","151527779","HDC 2PK 3FT GRAND DUCHESS STAKED TRE","","","","25LE31045","","","1","0.00","0.00","30.64","30.64","25.00","7.66","7.66","0.0034","0.001337",""
"VHD1323615","HD","P10837777","1013854052","151527374","50L GIANT MULTI C9","","","","25WL50158","","","1","0.00","0.00","19.01","19.01","25.00","4.75","4.75","0.0034","0.000829",""
"VHD1323615","HD","P10852330","1013676932","151529968","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10837777","1009464570","151532763","ASSORTED CHARACTER YARD SIGNS","","","","23RZ24945","","","1","0.00","0.00","9.58","9.58","25.00","2.40","2.40","0.0034","0.000419",""
"VHD1323615","HD","P10837777","1011095907","151527094","HAH 50 FT PRELIT GARLAND","","","","24GU50001","","","1","0.00","0.00","10.58","10.58","25.00","2.65","2.65","0.0034","0.000463",""
"VHD1323615","HD","P10852319","1007516310","151527774","HDC 9 FT ELEGANT GRAND FIR T33","","","","22WL10099","","","1","0.00","0.00","356.94","356.94","25.00","89.24","89.24","0.0034","0.015577",""
"VHD1323615","HD","P10837777","1013849961","151528527","2.5 FT LED SANTA WITH TEDDY BEAR","","","","25DK01015","","","1","0.00","0.00","22.75","22.75","25.00","5.69","5.69","0.0034","0.000993",""
"VHD1323615","HD","P10837777","1013888319","151530102","12 FT LED CONE TREE","","","","25HD30003","","","1","0.00","0.00","96.49","96.49","25.00","24.12","24.12","0.0034","0.004210",""
"VHD1323615","HD","P10837777","1013870849","151528585","3 FT LED BLUE JUMBO BULB","","","","25PA04907","","","1","0.00","0.00","12.26","12.26","25.00","3.07","3.07","0.0034","0.000536",""
"VHD1323615","HD","P10852333","1011184422","151533695","HAH 7.5 FT FESTIVE FLOCKED PINE T12","","","","24HD24001","","","1","0.00","0.00","68.82","68.82","25.00","17.21","17.21","0.0034","0.003004",""
"VHD1323615","HD","P10852328","1013616854","151527362","HDC 7.5FT BRECKENRIDGE FLOCK FIR T30","","","","25HD77048","","","1","0.00","0.00","210.56","210.56","25.00","52.64","52.64","0.0034","0.009188",""
"VHD1323615","HD","P10852332","1011212491","151528689","HDC 7.5 FT GRAND DUCHESS FIR T27","","","","24LE31041","","","1","0.00","0.00","124.81","124.81","25.00","31.20","31.20","0.0034","0.005446",""
"VHD1323615","HD","P10837777","351552","151526633","25L CLEAR INCAN C9 LIGHTS","","","","C9-25-C","","","1","0.00","0.00","6.31","6.31","25.00","1.58","1.58","0.0034","0.000276",""
"VHD1323615","HD","P10852319","1013676932","151527783","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852319","1013676932","151527781","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852336","1003201206","151534327","9 FT ROLLING TREE STORAGE BAG","","","","FFHD1709083A","","","1","0.00","0.00","18.08","18.08","25.00","4.52","4.52","0.0034","0.000789",""
"VHD1323615","HD","P10852332","1013676932","151530375","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10837777","1011057070","151528482","400L WW TO MULTI LED LIGHTS","","","","24LE21024","","","1","0.00","0.00","13.99","13.99","25.00","3.50","3.50","0.0034","0.000611",""
"VHD1323615","HD","P10837777","1013692692","151527243","HDC 2PK 3FT GRAND DUCHESS STAKED TRE","","","","25LE31045","","","1","0.00","0.00","30.64","30.64","25.00","7.66","7.66","0.0034","0.001337",""
"VHD1323615","HD","P10852323","1011184423","151528398","HAH 7.5 FT FOREST PINE T16","","","","24HD24005","","","1","0.00","0.00","113.70","113.70","25.00","28.43","28.43","0.0034","0.004962",""
"VHD1323615","HD","P10852330","1011212491","151529979","HDC 7.5 FT GRAND DUCHESS FIR T27","","","","24LE31041","","","1","0.00","0.00","124.81","124.81","25.00","31.20","31.20","0.0034","0.005446",""
"VHD1323615","HD","P10852329","1006215461","151528182","HAH 9 FT JACKSON NOBLE FIR T24","","","","21WL10159","","","1","0.00","0.00","218.22","218.22","25.00","54.56","54.56","0.0034","0.009523",""
"VHD1323615","HD","P10837777","1011283082","151526800","HAH 4FT WOODTRAIL FIR POTTED TREE T8","","","","24GU04001","","","1","0.00","0.00","12.05","12.05","25.00","3.01","3.01","0.0034","0.000525",""
"VHD1323615","HD","P10852324","1013692765","151528693","HDC 7.5 FT EASTCASTLE T34","","","","25HD10003","","","1","0.00","0.00","223.32","223.32","25.00","55.83","55.83","0.0034","0.009745",""
"VHD1323615","HD","P10837777","1011140392","151533233","HAH 9FT PRELIT LED HILLCREST GARLAND","","","","24PG70047","","","1","0.00","0.00","15.71","15.71","25.00","3.93","3.93","0.0034","0.000686",""
"VHD1323615","HD","P10852319","1013676932","151527786","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852324","1011184423","151526971","HAH 7.5 FT FOREST PINE T16","","","","24HD24005","","","1","0.00","0.00","113.70","113.70","25.00","28.43","28.43","0.0034","0.004962",""
"VHD1323615","HD","P10837777","843542","151529723","25L MULTI INCAN C9 LIGHTS","","","","C9-25-M","","","1","0.00","0.00","6.31","6.31","25.00","1.58","1.58","0.0034","0.000276",""
"VHD1323615","HD","P10837777","1009537507","151527319","10 IN TWINKLING LED BOWS 3-PACK Y1","","","","23LE11070","","","1","0.00","0.00","10.43","10.43","25.00","2.61","2.61","0.0034","0.000456",""
"VHD1323615","HD","P10837777","1013692692","151526793","HDC 2PK 3FT GRAND DUCHESS STAKED TRE","","","","25LE31045","","","1","0.00","0.00","30.64","30.64","25.00","7.66","7.66","0.0034","0.001337",""
"VHD1323615","HD","P10837777","1009464570","151532636","ASSORTED CHARACTER YARD SIGNS","","","","23RZ24945","","","1","0.00","0.00","9.58","9.58","25.00","2.40","2.40","0.0034","0.000419",""
"VHD1323615","HD","P10852323","1013616854","151528440","HDC 7.5FT BRECKENRIDGE FLOCK FIR T30","","","","25HD77048","","","1","0.00","0.00","210.56","210.56","25.00","52.64","52.64","0.0034","0.009188",""
"VHD1323615","HD","P10852319","1013618111","151527790","HAH 7.5 FT NOSTALGIC NOBLE FIR T18","","","","25WL10047","","","1","0.00","0.00","109.19","109.19","25.00","27.30","27.30","0.0034","0.004765",""
"VHD1323615","HD","P10837777","1011225063","151532083","3PK 12 IN TWINKLING LED STARBURST","","","","24GU10001","","","1","0.00","0.00","10.30","10.30","25.00","2.58","2.58","0.0034","0.000450",""
"VHD1323615","HD","P10837777","1013689107","151526641","GRINCH INFLATABLE BF","","","","885931","","","1","0.00","0.00","14.78","14.78","25.00","3.70","3.70","0.0034","0.000646",""
"VHD1323615","HD","P10852332","1007516309","151527617","HDC 7.5 FT ELEGANT GRAND FIR T32","","","","22WL10098","","","1","0.00","0.00","246.56","246.56","25.00","61.64","61.64","0.0034","0.010759",""
"VHD1323615","HD","P10852331","1013676932","151532244","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852333","1011184422","151533415","HAH 7.5 FT FESTIVE FLOCKED PINE T12","","","","24HD24001","","","1","0.00","0.00","68.82","68.82","25.00","17.21","17.21","0.0034","0.003004",""
"VHD1323615","HD","P10852336","1007124301","151535956","HAH 7.5 FT FESTIVE PINE T10","","","","22HD30005","","","1","0.00","0.00","65.12","65.12","25.00","16.28","16.28","0.0034","0.002842",""
"VHD1323615","HD","P10852332","1013854051","151530176","HAH 7.5FT MONTROSE DOUGLAS FIR T20","","","","25PG90081","","","1","0.00","0.00","91.67","91.67","25.00","22.92","22.92","0.0034","0.004001",""
"VHD1323615","HD","P10852333","1013854053","151533701","HAH 7.5 FT WILLOW CREEK SPRUCE T14","","","","25PG90052","","","1","0.00","0.00","92.05","92.05","25.00","23.01","23.01","0.0034","0.004016",""
"VHD1323615","HD","P10852333","1013854053","151533692","HAH 7.5 FT WILLOW CREEK SPRUCE T14","","","","25PG90052","","","1","0.00","0.00","92.05","92.05","25.00","23.01","23.01","0.0034","0.004016",""
"VHD1323615","HD","P10852336","1013616854","151534836","HDC 7.5FT BRECKENRIDGE FLOCK FIR T30","","","","25HD77048","","","1","0.00","0.00","210.56","210.56","25.00","52.64","52.64","0.0034","0.009188",""
"VHD1323615","HD","P10852332","1011184423","151530354","HAH 7.5 FT FOREST PINE T16","","","","24HD24005","","","1","0.00","0.00","113.70","113.70","25.00","28.43","28.43","0.0034","0.004962",""
"VHD1323615","HD","P10852336","1013676932","151536017","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852323","1013854058","151526261","HDC 7.5 FT YORKSHIRE FIR T35","","","","25PG90089","","","1","0.00","0.00","223.20","223.20","25.00","55.80","55.80","0.0034","0.009740",""
"VHD1323615","HD","P10837777","1011095907","151526942","HAH 50 FT PRELIT GARLAND","","","","24GU50001","","","1","0.00","0.00","10.58","10.58","25.00","2.65","2.65","0.0034","0.000463",""
"VHD1323615","HD","P10852331","1007124301","151530856","HAH 7.5 FT FESTIVE PINE T10","","","","22HD30005","","","1","0.00","0.00","65.12","65.12","25.00","16.28","16.28","0.0034","0.002842",""
"VHD1323615","HD","P10837777","1011283082","151526833","HAH 4FT WOODTRAIL FIR POTTED TREE T8","","","","24GU04001","","","1","0.00","0.00","12.05","12.05","25.00","3.01","3.01","0.0034","0.000525",""
"VHD1323615","HD","P10852331","1013676932","151532246","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10837777","1006215513","151527214","600L WW LED WEEPING WILLOW ICICLE","","","","21LE21001","","","1","0.00","0.00","13.74","13.74","25.00","3.44","3.44","0.0034","0.000600",""
"VHD1323615","HD","P10852319","1013692765","151526509","HDC 7.5 FT EASTCASTLE T34","","","","25HD10003","","","1","0.00","0.00","223.32","223.32","25.00","55.83","55.83","0.0034","0.009745",""
"VHD1323615","HD","P10852334","1013854058","151533928","HDC 7.5 FT YORKSHIRE FIR T35","","","","25PG90089","","","1","0.00","0.00","223.20","223.20","25.00","55.80","55.80","0.0034","0.009740",""
"VHD1323615","HD","P10852333","1005356547","151533665","HAH 7.5FT JACKSON NOBLE FIR SLIM T22","","","","W14N0211","","","1","0.00","0.00","102.23","102.23","25.00","25.56","25.56","0.0034","0.004461",""
"VHD1323615","HD","P10837777","1013854052","151533250","50L GIANT MULTI C9","","","","25WL50158","","","1","0.00","0.00","19.01","19.01","25.00","4.75","4.75","0.0034","0.000829",""
"VHD1323615","HD","P10852333","1011184422","151535242","HAH 7.5 FT FESTIVE FLOCKED PINE T12","","","","24HD24001","","","1","0.00","0.00","68.82","68.82","25.00","17.21","17.21","0.0034","0.003004",""
"VHD1323615","HD","P10852334","1013854053","151533911","HAH 7.5 FT WILLOW CREEK SPRUCE T14","","","","25PG90052","","","1","0.00","0.00","92.05","92.05","25.00","23.01","23.01","0.0034","0.004016",""
"VHD1323615","HD","P10852328","1006224626","151528650","7.5 FT EASTCASTLE BALSAM FIR T31","","","","21HD10002","","","1","0.00","0.00","234.00","234.00","25.00","58.50","58.50","0.0034","0.010211",""
"VHD1323615","HD","P10837777","1013689114","151527866","MAX INFLATABLE BF","","","","886944","","","1","0.00","0.00","14.78","14.78","25.00","3.70","3.70","0.0034","0.000646",""
"VHD1323615","HD","P10852323","1011184423","151528401","HAH 7.5 FT FOREST PINE T16","","","","24HD24005","","","1","0.00","0.00","113.70","113.70","25.00","28.43","28.43","0.0034","0.004962",""
"VHD1323615","HD","P10852328","1007124301","151526368","HAH 7.5 FT FESTIVE PINE T10","","","","22HD30005","","","1","0.00","0.00","65.12","65.12","25.00","16.28","16.28","0.0034","0.002842",""
"VHD1323615","HD","P10852330","1013692765","151530804","HDC 7.5 FT EASTCASTLE T34","","","","25HD10003","","","1","0.00","0.00","223.32","223.32","25.00","55.83","55.83","0.0034","0.009745",""
"VHD1323615","HD","P10852336","1013616852","151534346","HDC 9FT BRECKENRIDGE FLOCKED FIR T31","","","","25HD77010","","","1","0.00","0.00","266.39","266.39","25.00","66.60","66.60","0.0034","0.011625",""
"VHD1323615","HD","P10852333","1013618111","151534831","HAH 7.5 FT NOSTALGIC NOBLE FIR T18","","","","25WL10047","","","1","0.00","0.00","109.19","109.19","25.00","27.30","27.30","0.0034","0.004765",""
"VHD1323615","HD","P10852330","1011184423","151528796","HAH 7.5 FT FOREST PINE T16","","","","24HD24005","","","1","0.00","0.00","113.70","113.70","25.00","28.43","28.43","0.0034","0.004962",""
"VHD1323615","HD","P10837777","1011095907","151531690","HAH 50 FT PRELIT GARLAND","","","","24GU50001","","","1","0.00","0.00","10.58","10.58","25.00","2.65","2.65","0.0034","0.000463",""
"VHD1323615","HD","P10837777","1011095907","151530372","HAH 50 FT PRELIT GARLAND","","","","24GU50001","","","1","0.00","0.00","10.58","10.58","25.00","2.65","2.65","0.0034","0.000463",""
"VHD1323615","HD","P10852334","1013692769","151531588","HDC 7.5FT BRECKENRIDGE FRASERFIR T29","","","","25HD77059","","","1","0.00","0.00","191.26","191.26","25.00","47.82","47.82","0.0034","0.008347",""
"VHD1323615","HD","P10852330","1005356547","151527350","HAH 7.5FT JACKSON NOBLE FIR SLIM T22","","","","W14N0211","","","1","0.00","0.00","102.23","102.23","25.00","25.56","25.56","0.0034","0.004461",""
"VHD1323615","HD","P10852324","1013854058","151526214","HDC 7.5 FT YORKSHIRE FIR T35","","","","25PG90089","","","1","0.00","0.00","223.20","223.20","25.00","55.80","55.80","0.0034","0.009740",""
"VHD1323615","HD","P10837777","843542","151530860","25L MULTI INCAN C9 LIGHTS","","","","C9-25-M","","","1","0.00","0.00","6.31","6.31","25.00","1.58","1.58","0.0034","0.000276",""
"VHD1323615","HD","P10837777","1013888319","151527751","12 FT LED CONE TREE","","","","25HD30003","","","1","0.00","0.00","96.49","96.49","25.00","24.12","24.12","0.0034","0.004210",""
"VHD1323615","HD","P10837777","1011283082","151531257","HAH 4FT WOODTRAIL FIR POTTED TREE T8","","","","24GU04001","","","1","0.00","0.00","12.05","12.05","25.00","3.01","3.01","0.0034","0.000525",""
"VHD1323615","HD","P10837777","1011095907","151529061","HAH 50 FT PRELIT GARLAND","","","","24GU50001","","","1","0.00","0.00","10.58","10.58","25.00","2.65","2.65","0.0034","0.000463",""
"VHD1323615","HD","P10837777","1013854052","151526662","50L GIANT MULTI C9","","","","25WL50158","","","1","0.00","0.00","19.01","19.01","25.00","4.75","4.75","0.0034","0.000829",""
"VHD1323615","HD","P10852331","1013676932","151530497","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852331","1013676932","151530500","HAH 7.5FT OXFORD PINE TREE T13","","","","25HD76002","","","1","0.00","0.00","69.29","69.29","25.00","17.32","17.32","0.0034","0.003023",""
"VHD1323615","HD","P10852332","1013692769","151529660","HDC 7.5FT BRECKENRIDGE FRASERFIR T29","","","","25HD77059","","","1","0.00","0.00","191.26","191.26","25.00","47.82","47.82","0.0034","0.008347",""
"VHD1323615","HD","P10837777","1011057070","151528965","400L WW TO MULTI LED LIGHTS","","","","24LE21024","","","1","0.00","0.00","13.99","13.99","25.00","3.50","3.50","0.0034","0.000611",""
